1745524000594;depositar;1006;450;PENDENTE
1745524001104;sacar;1006;200;PENDENTE
1745524001602;depositar;1007;700;PENDENTE
1745524002110;saldo;1006;;PENDENTE
1745524002612;depositar;1008;900;PENDENTE
1745524003112;saldo;1007;;PENDENTE
1745524003623;sacar;1007;100;PENDENTE
1745524004126;depositar;1009;300;PENDENTE
1745524004641;saldo;1008;;PENDENTE
1745524005156;sacar;1008;250;PENDENTE
1745524005672;saldo;1009;;PENDENTE
1745524006186;sacar;1009;100;PENDENTE
1745524009728;depositar;1016;1000;PENDENTE
1745524010227;sacar;1016;600;PENDENTE
1745524010744;depositar;1017;750;PENDENTE
1745524011258;saldo;1016;;PENDENTE
1745524011773;depositar;1018;850;PENDENTE
1745524012287;saldo;1017;;PENDENTE
1745524012814;sacar;1017;300;PENDENTE
1745524013292;depositar;1019;950;PENDENTE
1745524013805;saldo;1018;;PENDENTE
1745524014306;sacar;1018;350;PENDENTE
1745524014821;saldo;1019;;PENDENTE
1745524015334;sacar;1019;400;PENDENTE
1745524018892;depositar;1006;450;PENDENTE
1745524019398;sacar;1006;200;PENDENTE
1745524019913;depositar;1007;700;PENDENTE
1745524020424;saldo;1006;;PENDENTE
1745524020925;depositar;1008;900;PENDENTE
1745524021428;saldo;1007;;PENDENTE
1745524021942;sacar;1007;100;PENDENTE
1745524022443;depositar;1009;300;PENDENTE
1745524022958;saldo;1008;;PENDENTE
1745524023470;sacar;1008;250;PENDENTE
1745524023976;saldo;1009;;PENDENTE
1745524024488;sacar;1009;100;PENDENTE
1745524028045;depositar;1016;1000;PENDENTE
1745524028558;sacar;1016;600;PENDENTE
1745524029059;depositar;1017;750;PENDENTE
1745524029562;saldo;1016;;PENDENTE
1745524030066;depositar;1018;850;PENDENTE
1745524030567;saldo;1017;;PENDENTE
1745524031083;sacar;1017;300;PENDENTE
1745524031597;depositar;1019;950;PENDENTE
1745524032098;saldo;1018;;PENDENTE
1745524032614;sacar;1018;350;PENDENTE
1745524033128;saldo;1019;;PENDENTE
1745524033629;sacar;1019;400;PENDENTE
1745524037195;depositar;1006;450;PENDENTE
1745524037697;sacar;1006;200;PENDENTE
1745524038212;depositar;1007;700;PENDENTE
1745524038724;saldo;1006;;PENDENTE
1745524039225;depositar;1008;900;PENDENTE
1745524039739;saldo;1007;;PENDENTE
1745524040242;sacar;1007;100;PENDENTE
1745524040745;depositar;1009;300;PENDENTE
1745524041248;saldo;1008;;PENDENTE
1745524041761;sacar;1008;250;PENDENTE
1745524042276;saldo;1009;;PENDENTE
1745524042790;sacar;1009;100;PENDENTE
1745524046382;depositar;1016;1000;PENDENTE
1745524046896;saldo;1016;;PENDENTE
1745524047411;sacar;1016;600;PENDENTE
1745524047909;sacar;1017;300;PENDENTE
1745524048411;depositar;1017;750;PENDENTE
